comp,size,complexity,change_churn,total,minor,major,ownership,review_rate,review_churn_rate,self_reviews,too_quick,little_discussion,bugs
qtbase.mkspecs/wince50standard-mipsii-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-mipsiv-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-mipsiv-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-sh4-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-sh4-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-x86-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-x86-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince60standard-armv4i-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince60standard-x86-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince70embedded-armv4i-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince70embedded-x86-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm50pocket-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm50pocket-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm50smart-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm50smart-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm60professional-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm60professional-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm60standard-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm60standard-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm65professional-msvc2005,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm65professional-msvc2008,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.qmake,1335,330,5566,14,10,4,0.425531915,1,1,7,3,6,1
qtbase.qmake/doc/src/snippets/code,0,0,58,1,0,1,1,0,0,0,0,0,0
qtbase.qmake/doc/src/snippets/qmake,0,0,376,1,0,1,1,0,0,0,0,0,0
qtbase.qmake/generators,5163,1345,2351,20,17,3,0.385964912,1,1,7,6,14,5
qtbase.qmake/generators/integrity,353,45,167,4,0,4,0.5,1,1,1,3,2,2
qtbase.qmake/generators/mac,1535,364,1225,6,3,3,0.423076923,1,1,2,4,9,4
qtbase.qmake/generators/symbian,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.qmake/generators/unix,2028,552,855,11,7,4,0.615384615,1,1,7,4,6,0
qtbase.qmake/generators/win32,8365,1803,3133,23,19,4,0.314606742,1,1,14,8,13,12
qtbase.qmake/library,4933,1537,8715,14,11,3,0.448979592,1,1,11,4,4,4
qtbase.src/3rdparty/angle/include/EGL,107,0,806,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/angle/include/GLES2,290,0,2201,2,0,2,0.5,1,1,0,2,0,0
qtbase.src/3rdparty/angle/include/GLSLANG,134,0,457,2,0,2,0.5,1,1,1,2,0,0
qtbase.src/3rdparty/angle/include/KHR,20,0,279,3,0,3,0.333333333,1,1,1,1,0,1
qtbase.src/3rdparty/angle/src/common,150,42,438,2,0,2,0.5,1,1,1,2,0,0
qtbase.src/3rdparty/angle/src/compiler,12353,3613,18712,2,0,2,0.5,1,1,0,2,0,0
qtbase.src/3rdparty/angle/src/compiler/depgraph,583,156,881,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/angle/src/compiler/preprocessor,1831,310,11419,2,0,2,0.5,1,1,0,1,0,0
qtbase.src/3rdparty/angle/src/compiler/preprocessor/new,0,0,5064,2,0,2,0.5,0,0,0,0,0,0
qtbase.src/3rdparty/angle/src/compiler/timing,132,20,217,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/angle/src/libEGL,2315,552,6369,6,0,6,0.25,1,1,0,2,0,1
qtbase.src/3rdparty/angle/src/libGLESv2,18696,3393,43994,5,0,5,0.2,1,1,1,2,0,1
qtbase.src/3rdparty/angle/src/libGLESv2/renderer,16440,3607,21757,1,0,1,1,1,1,0,2,0,0
qtbase.src/3rdparty/angle/src/third_party/compiler,75,18,168,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/angle/src/third_party/murmurhash,191,45,371,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/atspi2/atspi,281,0,1241,1,0,1,1,1,1,0,0,0,0
qtbase.src/3rdparty/ce-compat,0,0,702,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/des,236,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/easing,304,88,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/amiga/src/base,233,32,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/mac,574,85,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/unix,154,19,16,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/builds/vms,110,12,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/devel,2,0,50,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/include/freetype,1961,7,239,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/include/freetype/config,44,1,74,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/include/freetype/internal,1606,1,1316,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/include/freetype/internal/services,287,18,241,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/autofit,4709,772,735,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/base,8999,1576,986,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/bdf,2387,373,156,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/cache,2084,312,277,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/cff,4947,765,936,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/cid,1263,169,97,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/gxvalid,5252,947,194,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/gzip,1389,254,66,2,0,2,0.666666667,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/lzw,311,45,29,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/otvalid,2483,463,79,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/pcf,1440,224,153,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/pfr,2554,456,64,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/psaux,3331,549,464,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/pshinter,2776,431,255,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/psnames,530,0,207,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/raster,1844,294,793,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/sfnt,2966,504,1228,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/smooth,1276,188,358,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/tools,6188,113,120,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/tools/docmaker,2063,0,2,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/tools/ftrandom,481,87,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/truetype,1758,213,791,1,0,1,1,1,1,2,1,0,0
qtbase.src/3rdparty/freetype/src/type1,2910,427,228,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/freetype/src/type42,1380,192,52,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/freetype/src/winfonts,872,104,14,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/harfbuzz/src,15938,3255,216,6,0,6,0.428571429,1,1,4,0,0,10
qtbase.src/3rdparty/harfbuzz/tests/fuzzing,78,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/harfbuzz/tests/linebreaking,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/harfbuzz/tests/shaping,1058,104,8,1,0,1,1,1,1,1,0,0,0
qtbase.src/3rdparty/iaccessible2/generated/amd64,913,14,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/iaccessible2/generated/x86,9115,42,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/libgq/gconf,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/libjpeg,10714,1864,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/libmng,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/libpng,16177,4260,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/libtiff/libtiff,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/libtiff/port,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/md4,164,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/md5,164,11,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/pcre,11237,3748,15721,2,0,2,0.5,1,1,0,1,0,0
qtbase.src/3rdparty/pcre/sljit,10281,3531,10310,2,0,2,0.666666667,1,1,2,1,0,1
qtbase.src/3rdparty/pixman,2368,3,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/powervr,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/generic,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/pthread,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/solaris,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/sproc,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/rfc6234,600,77,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/s60,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/sha1,151,17,50,2,0,2,0.5,1,1,0,1,0,0
qtbase.src/3rdparty/sha3,496,129,1921,2,0,2,0.5,1,1,1,1,1,1
qtbase.src/3rdparty/sqlite,55714,13031,65225,2,0,2,0.6,1,1,1,2,0,2
qtbase.src/3rdparty/wintab,119,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/xcb/include/xcb,9802,24,33239,2,0,2,0.5,1,1,0,2,0,0
qtbase.src/3rdparty/xcb/libxcb,21802,1829,37387,2,0,2,0.5,1,1,0,2,0,0
qtbase.src/3rdparty/xcb/sysinclude,0,0,4,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/xcb/xcb-util,537,63,707,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-image,836,177,1011,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-keysyms,321,83,498,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-renderutil,219,36,251,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-wm,672,102,845,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xkbcommon/src,8525,665,10648,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xkbcommon/src/xkbcomp,10072,2771,17018,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xkbcommon/xkbcommon,272,10,4742,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xorg,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/zlib,5907,1516,8,2,0,2,0.5,1,1,0,0,0,1
qtbase.src/android/jar/src/org/qtproject/qt5/android,1574,274,2346,3,0,3,0.666666667,1,1,0,3,1,1
qtbase.src/android/java/src/org/kde/necessitas/ministro,105,0,119,2,0,2,0.5,1,1,1,1,0,0
qtbase.src/android/java/src/org/qtproject/qt5/android/bindings,1230,272,1653,3,0,3,0.571428571,1,1,1,3,0,1
qtbase.src/concurrent,3128,464,5873,11,8,3,0.4,1,1,2,3,1,2
qtbase.src/concurrent/doc/snippets/code,143,7,332,3,0,3,0.666666667,1,1,0,1,0,0
qtbase.src/corelib/animation,2338,484,1108,12,0,12,0.142857143,1,1,1,7,0,1
qtbase.src/corelib/arch,1726,396,2328,8,0,8,0.384615385,1,1,2,4,1,1
