comp,size,complexity,change_churn,total,minor,major,ownership,review_rate,review_churn_rate,self_reviews,too_quick,little_discussion,bugs
qtbase.examples/graphicsview/diagramscene,0,0,1880,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/graphicsview/dragdroprobot,0,0,726,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/elasticnodes,0,0,905,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/embeddeddialogs,0,0,498,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/flowlayout,0,0,455,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/padnavigator,0,0,924,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/simpleanchorlayout,0,0,134,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/weatheranchorlayout,0,0,274,1,0,1,1,0,0,0,0,0,0
qtbase.examples/gui/analogclock,71,8,176,4,0,4,0.25,1,1,2,1,0,0
qtbase.examples/gui/openglwindow,200,25,490,4,0,4,0.25,1,1,2,1,0,0
qtbase.examples/gui/rasterwindow,77,13,291,3,0,3,0.5,1,1,1,1,0,0
qtbase.examples/ipc/localfortuneclient,124,14,42,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/ipc/localfortuneserver,78,3,42,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/ipc/sharedmemory,82,10,44,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/itemviews/addressbook,0,0,1142,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/basicsortfiltermodel,0,0,338,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/chart,0,0,968,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/coloreditorfactory,0,0,349,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/combowidgetmapper,0,0,273,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/customsortfiltermodel,0,0,539,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/dirview,0,0,62,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/editabletreemodel,0,0,943,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/fetchmore,0,0,386,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/frozencolumn,0,0,325,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/interview,0,0,332,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/pixelator,0,0,722,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/puzzle,0,0,868,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/simpledommodel,0,0,638,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/simpletreemodel,0,0,541,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/simplewidgetmapper,0,0,268,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/spinboxdelegate,0,0,258,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/spreadsheet,0,0,1362,1,0,1,1,0,0,0,0,0,0
qtbase.examples/itemviews/stardelegate,0,0,658,1,0,1,1,0,0,0,0,0,0
qtbase.examples/ja_JP/linguist/hellotr,0,0,152,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.examples/layouts/basiclayouts,0,0,291,1,0,1,1,0,0,0,0,0,0
qtbase.examples/layouts/borderlayout,0,0,481,1,0,1,1,0,0,0,0,0,0
qtbase.examples/layouts/dynamiclayouts,0,0,311,1,0,1,1,0,0,0,0,0,0
qtbase.examples/layouts/flowlayout,0,0,460,1,0,1,1,0,0,0,0,0,0
qtbase.examples/linguist/arrowpad,0,0,708,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.examples/linguist/hellotr,0,0,152,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.examples/linguist/trollprint,0,0,826,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.examples/mainwindows/application,0,0,554,1,0,1,1,0,0,0,0,0,0
qtbase.examples/mainwindows/dockwidgets,0,0,494,1,0,1,1,0,0,0,0,0,0
qtbase.examples/mainwindows/macmainwindow,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/mainwindows/mainwindow,0,0,2151,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/mainwindows/mdi,0,0,837,1,0,1,1,0,0,0,0,0,0
qtbase.examples/mainwindows/menus,0,0,547,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/mainwindows/recentfiles,0,0,400,1,0,1,1,0,0,0,0,0,0
qtbase.examples/mainwindows/sdi,0,0,536,1,0,1,1,0,0,0,0,0,0
qtbase.examples/network/bearermonitor,413,77,70,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/network/blockingfortuneclient,211,24,70,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/network/broadcastreceiver,56,5,42,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/network/broadcastsender,66,5,42,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/network/dnslookup,96,19,22,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/network/download,108,17,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/network/downloadmanager,196,27,70,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/network/fortuneclient,193,25,48,4,0,4,0.25,1,1,0,1,0,0
qtbase.examples/network/fortuneserver,124,13,48,4,0,4,0.25,1,1,0,1,0,0
qtbase.examples/network/googlesuggest,199,33,70,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/network/http,222,26,50,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/network/loopback,152,14,42,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/network/multicastreceiver,57,5,44,3,0,3,0.333333333,1,1,0,1,0,0
qtbase.examples/network/multicastsender,84,6,44,3,0,3,0.333333333,1,1,0,1,0,0
qtbase.examples/network/network-chat,632,106,158,3,0,3,0.333333333,1,1,0,1,0,0
qtbase.examples/network/qftp,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/securesocketclient,243,31,100,4,0,4,0.25,1,1,3,2,0,0
qtbase.examples/network/threadedfortuneserver,123,12,98,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/network/torrent,3774,661,645,8,0,8,0.125,1,1,0,3,0,4
qtbase.examples/opengl/2dpainting,150,11,181,3,0,3,0.333333333,1,1,1,1,0,0
qtbase.examples/opengl/cube,202,22,203,8,0,8,0.125,1,1,1,3,0,1
qtbase.examples/opengl/framebufferobject2,195,17,42,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/opengl/grabber,417,48,158,5,0,5,0.2,1,1,3,2,0,0
qtbase.examples/opengl/hellogl,209,26,70,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/opengl/hellogl_es,243,15,42,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/opengl/hellogl_es2,539,40,113,4,0,4,0.25,1,1,0,3,0,2
qtbase.examples/opengl/hellowindow,349,29,240,8,0,8,0.125,1,1,0,2,1,1
qtbase.examples/opengl/overpainting,291,41,117,5,0,5,0.2,1,1,3,2,0,0
qtbase.examples/opengl/paintedwindow,177,23,89,6,0,6,0.285714286,1,1,1,1,0,0
qtbase.examples/opengl/pbuffers,521,72,100,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/opengl/pbuffers2,267,30,50,3,0,3,0.333333333,1,1,1,1,0,0
qtbase.examples/opengl/samplebuffers,137,11,42,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/opengl/shared,274,40,99,5,0,5,0.2,1,1,3,2,0,0
qtbase.examples/opengl/textures,194,26,74,4,0,4,0.25,1,1,1,2,0,1
qtbase.examples/painting/affine,0,0,1108,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/basicdrawing,0,0,689,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/composition,0,0,774,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/concentriccircles,0,0,411,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/deform,0,0,871,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/fontsampler,0,0,518,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/gradients,0,0,749,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/imagecomposition,0,0,353,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/painterpaths,0,0,640,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/pathstroke,0,0,927,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/shared,0,0,1600,1,0,1,1,0,0,0,0,0,0
qtbase.examples/painting/transformations,0,0,573,1,0,1,1,0,0,0,0,0,0
qtbase.examples/qmake/precompile,40,5,98,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qmake/tutorial,19,2,70,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qpa/windows,181,23,83,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/qtconcurrent/imagescaling,102,11,53,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/qtconcurrent/map,15,3,14,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/qtconcurrent/progressdialog,28,4,18,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/qtconcurrent/runfunction,13,2,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qtconcurrent/wordcount,75,8,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qtestlib/tutorial1,12,1,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qtestlib/tutorial2,22,2,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qtestlib/tutorial3,13,1,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qtestlib/tutorial4,28,2,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/qtestlib/tutorial5,243,39,34,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/qws/dbscreen,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qws/framebuffer,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qws/mousecalibration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qws/simpledecoration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qws/svgalib,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/richtext/calendar,0,0,340,1,0,1,1,0,0,0,0,0,0
qtbase.examples/richtext/orderform,0,0,630,1,0,1,1,0,0,0,0,0,0
qtbase.examples/richtext/syntaxhighlighter,0,0,486,1,0,1,1,0,0,0,0,0,0
qtbase.examples/richtext/textedit,0,0,921,1,0,1,1,0,0,0,0,0,0
qtbase.examples/scroller/graphicsview,0,0,291,1,0,1,1,0,0,0,0,0,0
qtbase.examples/sql,54,2,89,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/sql/books,220,33,302,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/sql/cachedtable,70,6,44,3,0,3,0.333333333,1,1,1,1,0,0
qtbase.examples/sql/drilldown,301,37,206,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/sql/masterdetail,602,61,88,3,0,3,0.333333333,1,1,1,1,0,1
qtbase.examples/sql/querymodel,121,19,70,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/sql/relationaltablemodel,48,5,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/sql/sqlbrowser,520,93,352,3,0,3,0.333333333,1,1,1,1,0,0
qtbase.examples/sql/sqlwidgetmapper,128,6,42,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/sql/tablemodel,30,4,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/statemachine/eventtransitions,0,0,115,1,0,1,1,0,0,0,0,0,0
qtbase.examples/statemachine/factorial,0,0,175,1,0,1,1,0,0,0,0,0,0
qtbase.examples/statemachine/pingpong,0,0,139,1,0,1,1,0,0,0,0,0,0
qtbase.examples/statemachine/rogue,0,0,556,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/statemachine/trafficlight,0,0,184,1,0,1,1,0,0,0,0,0,0
qtbase.examples/statemachine/twowaybutton,0,0,81,1,0,1,1,0,0,0,0,0,0
qtbase.examples/threads/mandelbrot,324,52,105,5,0,5,0.2,1,1,0,1,0,0
qtbase.examples/threads/queuedcustomtype,265,29,102,4,0,4,0.25,1,1,2,2,0,0
qtbase.examples/threads/semaphores,47,5,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/threads/waitconditions,65,9,14,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/tools/codecs,0,0,580,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/completer,0,0,607,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/contiguouscache,65,16,45,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/tools/customcompleter,0,0,558,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/customtype,68,10,42,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/tools/customtypesending,97,11,72,3,0,3,0.333333333,1,1,2,2,0,0
qtbase.examples/tools/echoplugin/echowindow,0,0,364,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/echoplugin/plugin,0,0,135,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/tools/i18n,0,0,536,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/inputpanel,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/tools/plugandpaint,0,0,1195,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/plugandpaintplugins/basictools,0,0,304,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/plugandpaintplugins/extrafilters,0,0,211,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/regexp,0,0,362,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/tools/settingseditor,0,0,1523,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/tools/styleplugin/plugin,0,0,285,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.examples/tools/styleplugin/stylewindow,0,0,207,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/treemodelcompleter,0,0,619,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/tools/undo,0,0,1791,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/tools/undoframework,0,0,1039,4,0,4,0.25,0,0,0,0,0,0
qtbase.examples/touch/dials,12,1,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/touch/fingerpaint,307,37,76,4,0,4,0.25,1,1,1,2,1,1
qtbase.examples/touch/knobs,54,7,42,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/touch/pinchzoom,182,33,72,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/tutorials/addressbook-fr/part1,0,0,187,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part2,0,0,295,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part3,0,0,353,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part4,0,0,439,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part5,0,0,620,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part6,0,0,698,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part7,0,0,753,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part1,0,0,187,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part2,0,0,295,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part3,0,0,353,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part4,0,0,439,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part5,0,0,620,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part6,0,0,700,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part7,0,0,753,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part1,0,0,52,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part2,0,0,63,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part3,0,0,97,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part4,0,0,108,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part5,0,0,134,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/1_readonly,0,0,185,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/2_formatting,0,0,224,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/3_changingmodel,0,0,209,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/4_headers,0,0,201,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/5_edit,0,0,343,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/6_treeview,0,0,198,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/7_selections,0,0,224,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/threads/clock,0,0,197,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/threads/helloconcurrent,0,0,63,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/threads/hellothread,0,0,161,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/threads/hellothreadpool,0,0,65,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/threads/movedobject,0,0,387,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/childwidget,0,0,60,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/nestedlayouts,0,0,103,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/toplevel,0,0,56,1,0,1,1,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/windowlayout,0,0,62,1,0,1,1,0,0,0,0,0,0
qtbase.examples/uitools/multipleinheritance,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/uitools/textfinder,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/webkit/webkit-guide/js,897,0,196,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/analogclock,0,0,255,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/animation/animatedtiles,165,19,270,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/animation/appchooser,100,12,189,4,0,4,0.25,1,1,2,3,0,0
qtbase.examples/widgets/animation/easing,209,24,488,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/animation/moveblocks,210,16,335,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/animation/states,210,6,299,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/animation/stickman,690,92,1780,6,0,6,0.166666667,1,1,1,3,0,0
qtbase.examples/widgets/animation/sub-attaq,1409,175,4679,5,0,5,0.333333333,1,1,1,3,0,3
qtbase.examples/widgets/applicationicon,0,0,50,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/calculator,0,0,675,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/calendarwidget,0,0,642,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/charactermap,0,0,605,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/codeeditor,0,0,330,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/desktop/screenshot,151,19,423,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/desktop/systray,228,18,531,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/classwizard,393,33,697,5,0,5,0.2,1,1,2,3,0,0
qtbase.examples/widgets/dialogs/configdialog,185,9,523,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/extension,78,3,287,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/findfiles,187,24,431,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/licensewizard,314,30,637,5,0,5,0.2,1,1,1,3,1,1
qtbase.examples/widgets/dialogs/sipdialog,68,8,281,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/dialogs/standarddialogs,422,38,700,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/tabdialog,154,12,405,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/trivialwizard,57,5,152,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/digitalclock,0,0,182,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/draganddrop/draggableicons,126,15,349,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/draganddrop/draggabletext,135,20,468,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/draganddrop/dropsite,174,21,567,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/draganddrop/fridgemagnets,187,25,577,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/draganddrop/puzzle,362,51,920,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/effects/blurpicker,158,20,495,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/effects/fademessage,93,7,295,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/effects/lighting,100,9,306,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/elidedlabel,0,0,477,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/graphicsview/anchorlayout,63,2,152,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/basicgraphicslayouts,123,11,504,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/boxes,2318,384,4433,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/boxes/3rdparty,125,17,247,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/graphicsview/chip,444,50,1285,9,0,9,0.111111111,1,1,2,5,1,2
qtbase.examples/widgets/graphicsview/collidingmice,143,27,409,5,0,5,0.2,1,1,2,4,0,0
qtbase.examples/widgets/graphicsview/diagramscene,996,120,2254,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/dragdroprobot,363,40,800,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/elasticnodes,425,61,1048,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/embeddeddialogs,234,46,801,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/flowlayout,209,32,553,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/padnavigator,359,27,1077,6,0,6,0.166666667,1,1,1,3,0,1
qtbase.examples/widgets/graphicsview/simpleanchorlayout,58,3,153,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/weatheranchorlayout,171,15,362,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/groupbox,0,0,306,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/icons,0,0,1129,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/imageviewer,0,0,436,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/itemviews/addressbook,450,60,1500,5,0,5,0.2,1,1,2,3,1,0
qtbase.examples/widgets/itemviews/basicsortfiltermodel,171,11,388,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/chart,546,101,1306,5,0,5,0.2,1,1,2,3,0,0
qtbase.examples/widgets/itemviews/coloreditorfactory,87,10,419,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/itemviews/combowidgetmapper,109,6,321,5,0,5,0.2,1,1,1,4,0,0
qtbase.examples/widgets/itemviews/customsortfiltermodel,227,19,619,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/dirview,15,1,80,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/editabletreemodel,429,85,1089,6,0,6,0.166666667,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/fetchmore,117,16,481,5,0,5,0.2,1,1,0,4,0,0
qtbase.examples/widgets/itemviews/frozencolumn,126,18,462,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/interview,156,33,526,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/pixelator,274,33,881,7,0,7,0.142857143,1,1,1,5,1,1
qtbase.examples/widgets/itemviews/puzzle,437,68,1022,6,0,6,0.166666667,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/simpledommodel,227,43,779,7,0,7,0.142857143,1,1,2,3,0,0
qtbase.examples/widgets/itemviews/simpletreemodel,204,41,633,6,0,6,0.166666667,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/simplewidgetmapper,100,6,331,5,0,5,0.2,1,1,1,4,0,0
qtbase.examples/widgets/itemviews/spinboxdelegate,66,8,321,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/spreadsheet,758,96,1894,7,0,7,0.142857143,1,1,0,5,1,1
qtbase.examples/widgets/itemviews/stardelegate,240,39,758,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/layouts/basiclayouts,110,9,343,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/layouts/borderlayout,207,35,564,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/layouts/dynamiclayouts,137,13,356,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/layouts/flowlayout,179,30,542,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/lineedits,0,0,382,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/maemovibration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/widgets/mainwindows/application,284,33,602,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/mainwindows/dockwidgets,290,26,542,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/mainwindow,1387,184,2498,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/mdi,502,61,911,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/mainwindows/menus,318,25,587,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/mainwindows/recentfiles,221,28,444,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/sdi,335,38,580,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/mousebuttons,0,0,302,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/movie,0,0,358,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/orientation,0,0,242,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/painting/affine,828,47,1267,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/painting/basicdrawing,349,35,825,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/painting/composition,388,55,998,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/concentriccircles,125,15,508,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/painting/deform,495,62,1090,6,0,6,0.166666667,1,1,0,4,0,0
qtbase.examples/widgets/painting/fontsampler,294,46,596,5,0,5,0.2,1,1,0,4,1,2
