comp,size,complexity,change_churn,total,minor,major,ownership,review_rate,review_churn_rate,self_reviews,too_quick,little_discussion,bugs
qtbase.examples/widgets/movie,0,0,376,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/orientation,0,0,260,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/painting/affine,828,47,1261,4,0,4,0.25,1,1,0,3,0,1
qtbase.examples/widgets/painting/basicdrawing,349,35,815,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/composition,388,55,992,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/painting/concentriccircles,125,15,498,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/painting/deform,495,62,1080,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/fontsampler,294,46,584,3,0,3,0.333333333,1,1,0,3,0,1
qtbase.examples/widgets/painting/gradients,460,53,929,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/painting/imagecomposition,148,12,408,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/painting/painterpaths,273,22,756,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/pathstroke,597,83,1213,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/shared,1001,177,1957,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/transformations,236,24,653,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/richtext/calendar,133,12,387,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/richtext/orderform,276,24,709,4,0,4,0.25,1,1,0,2,0,1
qtbase.examples/widgets/richtext/syntaxhighlighter,186,20,576,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/richtext/textedit,640,80,1193,3,0,3,0.333333333,1,1,0,2,0,1
qtbase.examples/widgets/scribble,0,0,748,5,0,5,0.428571429,0,0,0,0,0,0
qtbase.examples/widgets/scroller/graphicsview,174,24,303,2,0,2,0.5,1,1,0,2,0,1
qtbase.examples/widgets/shapedclock,0,0,293,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/sliders,0,0,520,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/softkeys,0,0,344,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/spinboxes,0,0,401,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/statemachine/eventtransitions,46,2,127,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/statemachine/factorial,97,15,187,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/statemachine/pingpong,69,11,151,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/statemachine/rogue,238,45,555,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/statemachine/trafficlight,116,15,196,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/statemachine/twowaybutton,21,1,93,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/styles,0,0,887,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/stylesheet,0,0,385,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/widgets/symbianvibration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/widgets/tablet,0,0,999,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/tetrix,0,0,1031,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/tools/codecs,240,24,520,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/tools/completer,230,26,547,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/customcompleter,188,31,498,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/echoplugin/echowindow,88,10,316,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/echoplugin/plugin,12,1,110,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/i18n,206,23,476,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/plugandpaint,534,66,1099,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/tools/plugandpaintplugins/basictools,130,22,282,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/widgets/tools/plugandpaintplugins/extrafilters,81,17,187,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/tools/regexp,159,9,324,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/settingseditor,861,154,1413,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/styleplugin/plugin,37,6,233,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/styleplugin/stylewindow,27,2,171,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/treemodelcompleter,236,29,555,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/undo,882,156,1451,1,0,1,1,1,1,1,1,0,0
qtbase.examples/widgets/tools/undoframework,366,43,919,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/tooltips,0,0,660,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part1,36,3,223,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part2,115,9,331,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part3,166,16,389,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part4,228,28,475,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part5,303,36,680,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part6,368,43,758,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part7,416,47,815,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part1,36,3,223,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part2,115,9,331,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part3,166,16,389,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part4,228,28,475,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part5,303,36,680,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part6,368,43,758,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/addressbook/part7,416,47,815,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part1,7,1,64,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part2,14,1,89,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part3,39,4,109,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part4,45,4,120,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part5,69,8,150,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/1_readonly,40,6,221,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/2_formatting,73,16,260,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/3_changingmodel,57,8,245,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/4_headers,59,12,237,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/5_edit,91,14,407,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/6_treeview,50,4,234,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/7_selections,67,5,260,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/clock,45,4,233,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/helloconcurrent,12,2,75,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/hellothread,19,2,197,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/hellothreadpool,19,2,77,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/movedobject,113,13,447,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/widgets/childwidget,13,1,72,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/widgets/nestedlayouts,44,1,115,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/widgets/toplevel,10,1,68,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/widgets/windowlayout,15,1,74,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/validators,0,0,664,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/widgets/analogclock,68,6,291,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/applicationicon,0,0,62,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/widgets/widgets/calculator,325,52,737,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/calendarwidget,401,31,712,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/widgets/charactermap,264,27,667,3,0,3,0.333333333,1,1,1,3,0,0
qtbase.examples/widgets/widgets/codeeditor,121,17,366,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/digitalclock,34,4,218,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/elidedlabel,164,14,539,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/groupbox,119,7,342,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/icons,524,67,1237,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/imageviewer,212,20,472,2,0,2,0.5,1,1,0,2,0,1
qtbase.examples/widgets/widgets/lineedits,190,24,418,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/mousebuttons,181,96,403,4,0,4,0.25,1,1,0,3,0,1
qtbase.examples/widgets/widgets/movie,188,15,394,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/orientation,0,0,278,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/widgets/widgets/scribble,336,46,766,3,0,3,0.333333333,1,1,0,2,0,1
qtbase.examples/widgets/widgets/shapedclock,105,12,311,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/sliders,190,11,550,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/softkeys,0,0,688,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/widgets/widgets/spinboxes,181,9,419,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/styles,469,44,956,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/widgets/stylesheet,98,11,413,2,0,2,0.5,1,1,0,2,0,1
qtbase.examples/widgets/widgets/tablet,482,73,1041,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/tetrix,489,89,1073,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/tooltips,278,38,690,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/widgets/validators,145,17,970,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/wiggly,91,10,437,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/widgets/windowflags,278,56,635,2,0,2,0.75,1,1,0,2,0,0
qtbase.examples/widgets/wiggly,0,0,394,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/windowcontainer,89,13,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/widgets/windowflags,0,0,590,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/xml/dombookmarks,250,33,92,3,0,3,0.6,1,1,3,4,1,0
qtbase.examples/xml/htmlinfo,53,11,18,2,0,2,0.75,1,1,1,4,1,1
qtbase.examples/xml/rsslisting,146,23,56,3,0,3,0.6,1,1,4,4,1,1
qtbase.examples/xml/saxbookmarks,320,46,128,4,0,4,0.5,1,1,2,4,1,0
qtbase.examples/xml/streambookmarks,301,49,128,3,0,3,0.6,1,1,3,4,1,0
qtbase.examples/xml/xmlstreamlint,59,7,18,2,0,2,0.75,1,1,2,4,1,0
qtbase.mkspecs/aix-g++,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/aix-g++-64,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/aix-xlc,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/aix-xlc-64,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/blackberry-armv7le-qcc,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/blackberry-x86-qcc,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/aix,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/common/android,0,0,210,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/c89,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/common/ios,0,0,151,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.mkspecs/common/ios/GLES,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/ios/GLES2,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/mac,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/common/nacl,0,0,110,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.mkspecs/common/posix,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/common/symbian,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/common/symbian/header-wrappers,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/common/wince,1,0,55,3,0,3,0.6,1,1,2,4,1,0
qtbase.mkspecs/cygwin-g++,0,0,55,3,0,3,0.6,0,0,0,0,0,0
qtbase.mkspecs/darwin-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-archos-gen8-g++,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-arm-amlogic-8726M-g++,36,6,442,4,0,4,0.428571429,1,1,0,3,0,0
qtbase.mkspecs/devices/linux-arm-trident-pnx8473-g++,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-beagleboard-g++,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-imx6-g++,37,5,236,3,0,3,0.333333333,1,1,0,1,0,0
qtbase.mkspecs/devices/linux-maemo-n9-g++,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-mipsel-broadcom-97425-g++,22,4,214,3,0,3,0.5,1,1,0,2,0,0
qtbase.mkspecs/devices/linux-n9-g++,0,0,84,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-rasp-pi-g++,193,28,903,4,0,4,0.384615385,1,1,0,5,1,0
qtbase.mkspecs/devices/linux-sh4-stmicro-ST7108-g++,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-sh4-stmicro-ST7540-g++,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-snowball-g++,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-tegra2-g++,0,0,42,1,0,1,1,0,0,0,0,0,0
qtbase.mkspecs/freebsd-g++,0,0,74,3,0,3,0.5,0,0,0,0,0,0
qtbase.mkspecs/freebsd-g++34,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/freebsd-g++40,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/freebsd-g++46,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/freebsd-icc,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpux-acc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpux-acc-64,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpux-acc-o64,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpux-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpux-g++-64,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpuxi-acc-32,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpuxi-acc-64,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hpuxi-g++-64,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/hurd-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/irix-cc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/irix-cc-64,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/irix-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/irix-g++-64,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-arm-gnueabi-g++,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-clang,0,0,148,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/linux-cxx,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-ecc-64,0,0,107,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-g++-32,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-g++-64,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-g++-maemo,0,0,58,3,0,3,0.6,0,0,0,0,0,0
qtbase.mkspecs/linux-icc,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-icc-32,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-icc-64,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-kcc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-llvm,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-lsb-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/linux-pgcc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/lynxos-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-clang,0,0,95,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.mkspecs/macx-clang-32,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/macx-clang-libc++,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/macx-clang-libc++-32,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/macx-g++,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-g++-32,0,0,93,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/macx-g++40,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-g++42,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-icc,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-llvm,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-pbuilder,0,0,148,3,0,3,0.6,0,0,0,0,0,0
qtbase.mkspecs/macx-xcode,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/macx-xlc,0,0,143,3,0,3,0.6,0,0,0,0,0,0
qtbase.mkspecs/netbsd-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/openbsd-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/qnx-armv7le-qcc,4,1,148,2,0,2,0.5,1,1,0,2,0,0
qtbase.mkspecs/qnx-x86-qcc,4,1,148,2,0,2,0.5,1,1,0,2,0,0
qtbase.mkspecs/sco-cc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/sco-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/solaris-cc,2,1,54,2,0,2,0.75,1,1,3,4,1,0
qtbase.mkspecs/solaris-cc-64,2,1,54,2,0,2,0.75,1,1,2,4,1,0
qtbase.mkspecs/solaris-cc-64-stlport,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/solaris-cc-stlport,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/solaris-g++,4,2,54,2,0,2,0.75,1,1,3,4,1,0
qtbase.mkspecs/solaris-g++-64,4,2,54,2,0,2,0.75,1,1,2,4,1,0
qtbase.mkspecs/symbian-abld,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/symbian-armcc,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/symbian-gcce,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/symbian-sbsv2,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/tru64-cxx,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/tru64-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unixware-cc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unixware-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/android-g++,76,13,197,1,0,1,1,1,1,0,0,0,1
qtbase.mkspecs/unsupported/blackberry-armv7le-qcc,0,0,288,4,0,4,0.4,0,0,0,0,0,0
qtbase.mkspecs/unsupported/blackberry-x86-qcc,0,0,288,4,0,4,0.4,0,0,0,0,0,0
qtbase.mkspecs/unsupported/integrity-ghs,2,0,58,3,0,3,0.6,1,1,0,4,1,0
qtbase.mkspecs/unsupported/linux-android-armeabi-g++,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/linux-android-armeabi-v7a-g++,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/linux-android-x86-g++,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/linux-armcc,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/linux-clang,0,0,108,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/linux-host-g++,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/linux-scratchbox2-g++,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-clang,0,0,47,2,0,2,0.666666667,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-ios-clang,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iosdevice-clang,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iosdevice-clang-legacy,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iosdevice-g++,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iosdevice-g++-legacy,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iosdevice-llvm,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iosdevice-llvm-legacy,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iossimulator-clang,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iossimulator-clang-legacy,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iossimulator-g++,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iossimulator-g++-legacy,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iossimulator-llvm,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/macx-iossimulator-llvm-legacy,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/nacl-g++,0,0,101,3,0,3,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/nacl64-g++,0,0,101,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qnx-armv7le-qcc,0,0,204,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qnx-g++,0,0,112,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qnx-X11-g++,8,2,154,2,0,2,0.5,1,1,0,2,0,0
qtbase.mkspecs/unsupported/qnx-x86-qcc,0,0,204,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/integrity-arm-cxarm,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/integrity-ppc-cxppc,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/linux-x86-openkode-g++,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/qnx-641,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/qnx-generic-g++,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/qnx-i386-g++,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/qws/qnx-ppc-g++,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/vxworks-ppc-dcc,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/vxworks-ppc-g++,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/vxworks-simpentium-dcc,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/vxworks-simpentium-g++,0,0,54,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/win32-borland,0,0,216,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/win32-g++-cross,0,0,48,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/unsupported/win32-msvc2003,1,0,54,2,0,2,0.75,1,1,2,4,1,0
qtbase.mkspecs/win32-borland,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/win32-g++,12,0,55,3,0,3,0.6,1,1,1,4,1,0
qtbase.mkspecs/win32-icc,0,0,55,3,0,3,0.6,0,0,0,0,0,0
qtbase.mkspecs/win32-msvc11,0,0,84,1,0,1,1,0,0,0,0,0,0
qtbase.mkspecs/win32-msvc2003,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/win32-msvc2005,1,0,56,4,0,4,0.5,1,1,2,5,1,0
